CUST_ID,risk_score_trackB
SYN_2988,0.40529695
SYN_3017,0.13593678
SYN_3025,0.29767272
SYN_3026,0.14555544
SYN_3028,0.64942926
SYN_3031,0.20491183
SYN_3035,0.31385806
SYN_3038,0.43365642
SYN_3067,0.23745713
SYN_3075,0.8818156
SYN_3076,0.21248358
SYN_3093,0.12986177
SYN_3098,0.326588
SYN_3107,0.16247782
SYN_3111,0.26098135
SYN_3113,0.27426434
SYN_3130,0.50441164
SYN_3132,0.44641936
SYN_3139,0.46934548
SYN_3144,0.34317425
SYN_3145,0.36342582
SYN_3156,0.3436789
SYN_3157,0.391035
SYN_3159,0.2672657
SYN_3161,0.39608762
SYN_3166,0.3434634
SYN_3174,0.27876878
SYN_3175,0.19128582
SYN_3183,0.3058117
SYN_3188,0.30150118
SYN_3195,0.25635478
SYN_3200,0.5493841
SYN_3201,0.19498323
SYN_3204,0.42034525
SYN_3205,0.072453685
SYN_3241,0.19956829
SYN_3242,0.31962845
SYN_3248,0.7856725
SYN_3251,0.27301085
SYN_3252,0.4144166
SYN_3254,0.31099465
SYN_3276,0.47850785
SYN_3277,0.6469177
SYN_3285,0.19158015
SYN_3287,0.28447324
SYN_3289,0.36488268
SYN_3300,0.07868608
SYN_3302,0.2882827
SYN_3303,0.27485782
SYN_3304,0.6130833
SYN_3305,0.588516
SYN_3306,0.4026105
SYN_3307,0.12715465
SYN_3314,0.23422733
SYN_3322,0.48154035
SYN_3323,0.47584248
SYN_3333,0.36800048
SYN_3338,0.25256166
SYN_3339,0.4679338
SYN_3358,0.5653146
SYN_3363,0.56616926
SYN_3366,0.22075091
SYN_3367,0.34739372
SYN_3374,0.38157967
SYN_3388,0.44702813
SYN_3389,0.47551286
SYN_3391,0.48966867
SYN_3393,0.18529995
SYN_3397,0.2867778
SYN_3398,0.58921856
SYN_3402,0.1328761
SYN_3404,0.42027372
SYN_3425,0.35936874
SYN_3430,0.34889552
SYN_3434,0.5133946
SYN_3435,0.36648306
SYN_3449,0.12746862
SYN_3461,0.47111523
SYN_3472,0.28817338
SYN_3490,0.3416099
SYN_3502,0.20482032
SYN_3507,0.31087008
SYN_3508,0.17827803
SYN_3517,0.41917047
SYN_3535,0.4769486
SYN_3536,0.4714288
SYN_3537,0.2817946
SYN_3541,0.25716552
SYN_3550,0.49360874
SYN_3551,0.36291993
SYN_3552,0.13923463
SYN_3568,0.6146252
SYN_3579,0.40648216
SYN_3580,0.31072187
SYN_3604,0.16119447
SYN_3606,0.27116445
SYN_3614,0.15562163
SYN_3625,0.29615304
SYN_3634,0.28330052
SYN_3636,0.14481382
SYN_3642,0.3384489
SYN_3646,0.16790608
SYN_3652,0.1709909
SYN_3660,0.14681442
SYN_3661,0.6812588
SYN_3667,0.8065683
SYN_3668,0.42157683
SYN_3679,0.42156944
SYN_3682,0.17928426
SYN_3710,0.4317924
SYN_3712,0.31317282
SYN_3716,0.21892375
SYN_3731,0.17960036
SYN_3747,0.44476277
SYN_3750,0.7948611
SYN_3751,0.09705407
SYN_3752,0.40595812
SYN_3758,0.4235265
SYN_3763,0.4626911
SYN_3765,0.27796143
SYN_3767,0.21779203
SYN_3770,0.45660126
SYN_3786,0.29838204
SYN_3788,0.27236447
SYN_3792,0.29897323
SYN_3803,0.08561037
SYN_3810,0.40182108
SYN_3813,0.13080315
SYN_3814,0.47828332
SYN_3817,0.3148954
SYN_3833,0.17204355
SYN_3836,0.20974402
SYN_3843,0.26497498
SYN_3849,0.22763593
SYN_3852,0.636415
SYN_3858,0.40640056
SYN_3859,0.7547072
SYN_3860,0.24403894
SYN_3866,0.56508577
SYN_3871,0.24051428
SYN_3883,0.3754691
SYN_3887,0.50557333
SYN_3901,0.59448385
SYN_3907,0.67184824
SYN_3922,0.2754781
SYN_3929,0.5608286
SYN_3932,0.49941376
SYN_3938,0.38926083
SYN_3940,0.2350383
SYN_3943,0.3706725
SYN_3945,0.15798359
SYN_3956,0.3796486
SYN_3984,0.6075255
SYN_3985,0.2456813
SYN_3988,0.39943767
SYN_3998,0.34138817
SYN_4007,0.269612
SYN_4010,0.13977759
SYN_4012,0.15274146
SYN_4014,0.30987465
SYN_4015,0.3444543
SYN_4019,0.45356822
SYN_4027,0.32329065
SYN_4055,0.2056177
SYN_4075,0.48999864
SYN_4084,0.41443533
SYN_4101,0.24386725
SYN_4123,0.48294878
SYN_4126,0.41784197
SYN_4137,0.8117735
SYN_4142,0.49558988
SYN_4158,0.22644837
SYN_4159,0.53978217
SYN_4163,0.521465
SYN_4168,0.3869599
SYN_4173,0.22075768
SYN_4175,0.21475485
SYN_4176,0.33714014
SYN_4179,0.58382744
SYN_4186,0.55931133
SYN_4191,0.22477841
SYN_4199,0.4939637
SYN_4205,0.46833163
SYN_4219,0.33852583
SYN_4246,0.44956303
SYN_4248,0.3983017
SYN_4251,0.30352995
SYN_4255,0.22007455
SYN_4260,0.10364565
SYN_4266,0.2313312
SYN_4267,0.15600729
SYN_4283,0.32327077
SYN_4306,0.33611786
SYN_4315,0.5315944
SYN_4317,0.41807532
SYN_4332,0.6644507
SYN_4347,0.4894147
SYN_4383,0.3178538
SYN_4384,0.40207118
SYN_4397,0.18848889
SYN_4400,0.17985763
SYN_4407,0.2939381
SYN_4414,0.5231863
SYN_4421,0.5197094
SYN_4424,0.34578508
SYN_4428,0.5548372
SYN_4431,0.4799546
SYN_4434,0.31582433
SYN_4442,0.25581223
SYN_4454,0.4357684
SYN_4457,0.20171154
SYN_4476,0.23378713
SYN_4500,0.09193507
SYN_4502,0.36431772
SYN_4503,0.33802417
SYN_4508,0.5136109
SYN_4517,0.20114693
SYN_4534,0.3621564
SYN_4552,0.46403214
SYN_4567,0.46882856
SYN_4578,0.3611361
SYN_4579,0.3347217
SYN_4591,0.34312004
SYN_4597,0.34672523
SYN_4598,0.3859182
SYN_4609,0.19711253
SYN_4630,0.32422206
SYN_4643,0.37370566
SYN_4645,0.49369007
SYN_4651,0.18411635
SYN_4654,0.58149946
SYN_4662,0.31413573
SYN_4667,0.3577077
SYN_4668,0.34056622
SYN_4673,0.39419127
SYN_4676,0.33052918
SYN_4699,0.4064022
SYN_4708,0.58910185
SYN_4713,0.56052583
SYN_4718,0.1695318
SYN_4723,0.1323395
SYN_4724,0.30259523
SYN_4725,0.20675302
SYN_4726,0.5770656
SYN_4728,0.28093904
SYN_4730,0.5979405
SYN_4740,0.15423484
SYN_4742,0.43117577
SYN_4747,0.4153136
SYN_4769,0.17934191
SYN_4772,0.20143159
SYN_4774,0.16548955
SYN_4782,0.24460508
SYN_4790,0.61045367
SYN_4791,0.29180187
SYN_4799,0.13523945
SYN_4816,0.44677404
SYN_4819,0.2986653
SYN_4828,0.19631703
SYN_4831,0.12293021
SYN_4835,0.356052
SYN_4851,0.42534664
SYN_4881,0.61929053
SYN_4882,0.56073034
SYN_4894,0.30472475
SYN_4898,0.73993933
SYN_4909,0.30394986
SYN_4910,0.70189977
SYN_4911,0.29853702
SYN_4928,0.35315472
SYN_4932,0.5468954
SYN_4935,0.22492224
SYN_4941,0.43931612
SYN_4943,0.24287626
SYN_4954,0.32945254
SYN_4957,0.12549314
SYN_4970,0.25406632
SYN_4974,0.66509026
SYN_4979,0.3335235
SYN_4985,0.34780392
SYN_4986,0.09563767
SYN_4987,0.3293865
SYN_4989,0.5853657
SYN_4991,0.2765737
SYN_5002,0.09155394
SYN_5008,0.13649334
SYN_5024,0.4100895
SYN_5036,0.52920544
SYN_5042,0.7794439
SYN_5057,0.2788966
SYN_5059,0.25558832
SYN_5060,0.35675773
SYN_5062,0.54187477
SYN_5068,0.57498896
SYN_5072,0.2561755
SYN_5077,0.41454473
SYN_5095,0.27665183
SYN_5103,0.32217598
SYN_5106,0.24701157
SYN_5110,0.18961655
SYN_5114,0.40884125
SYN_5125,0.09561964
SYN_5145,0.37327436
SYN_5147,0.6943091
SYN_5148,0.36630428
SYN_5150,0.2748427
SYN_5158,0.37245136
SYN_5174,0.35463527
SYN_5178,0.829276
SYN_5193,0.11357117
SYN_5210,0.34805325
SYN_5215,0.8787235
SYN_5218,0.29429168
SYN_5225,0.3997913
SYN_5231,0.28677583
SYN_5235,0.44058168
SYN_5245,0.44577545
SYN_5257,0.51813054
SYN_5267,0.38578779
SYN_5271,0.2674741
SYN_5278,0.30094755
SYN_5280,0.44025758
SYN_5282,0.4365787
SYN_5293,0.37971008
SYN_5294,0.16745864
SYN_5309,0.31037444
SYN_5314,0.48593745
SYN_5317,0.38206857
SYN_5327,0.60922766
SYN_5335,0.75146526
SYN_5360,0.021911588
SYN_5373,0.23940466
SYN_5374,0.2660167
SYN_5376,0.36094788
SYN_5381,0.54690254
SYN_5395,0.19671448
SYN_5401,0.24579273
SYN_5405,0.36186406
SYN_5408,0.16126446
SYN_5464,0.24796218
SYN_5469,0.24247612
SYN_5486,0.21793218
SYN_5490,0.16575547
SYN_5494,0.3255193
SYN_5501,0.38032073
SYN_5516,0.36214682
SYN_5533,0.11954985
SYN_5539,0.21374755
SYN_5548,0.47715038
SYN_5551,0.45071992
SYN_5554,0.22568013
SYN_5566,0.5669409
SYN_5569,0.5916765
SYN_5573,0.32968277
SYN_5575,0.19421364
SYN_5585,0.60228777
SYN_5587,0.34643632
SYN_5590,0.3842149
SYN_5594,0.44330615
SYN_5596,0.3101117
SYN_5601,0.33680457
SYN_5604,0.4921472
SYN_5609,0.34024295
SYN_5614,0.34212175
SYN_5623,0.49823186
SYN_5645,0.25126633
SYN_5649,0.3258398
SYN_5652,0.6929742
SYN_5658,0.19256766
SYN_5667,0.18362826
SYN_5685,0.59965134
SYN_5689,0.7556302
SYN_5701,0.36584777
SYN_5714,0.11482009
SYN_5726,0.45210594
SYN_5736,0.5690269
SYN_5739,0.12414302
SYN_5746,0.34320942
SYN_5749,0.4323395
SYN_5754,0.35350734
SYN_5759,0.38923675
SYN_5760,0.40639228
SYN_5778,0.32897818
SYN_5781,0.5576999
SYN_5787,0.32771266
SYN_5790,0.2556431
SYN_5791,0.35987657
SYN_5824,0.5320162
SYN_5839,0.27855718
SYN_5846,0.4557483
SYN_5847,0.55923814
SYN_5848,0.2308499
SYN_5849,0.27804855
SYN_5850,0.03859773
SYN_5871,0.17237651
SYN_5881,0.3467655
SYN_5906,0.2490199
SYN_5915,0.43256274
SYN_5917,0.4826145
SYN_5924,0.48545557
SYN_5931,0.3822787
SYN_5935,0.50583035
SYN_5938,0.29029292
SYN_5950,0.292547
SYN_5968,0.05052165
SYN_5973,0.42645264
SYN_5990,0.3721444
SYN_5992,0.27263647
SYN_5993,0.20477599
SYN_6006,0.62560296
SYN_6011,0.3282412
SYN_6012,0.19326869
SYN_6016,0.27623397
SYN_6020,0.2733482
SYN_6028,0.4658317
SYN_6030,0.4982057
SYN_6031,0.35085255
SYN_6040,0.15818791
SYN_6044,0.25693026
SYN_6052,0.07700469
SYN_6061,0.40547892
SYN_6078,0.38202015
SYN_6081,0.10327492
SYN_6083,0.22698095
SYN_6086,0.16970675
SYN_6087,0.5395956
SYN_6092,0.17283711
SYN_6097,0.17972805
SYN_6107,0.33946666
SYN_6108,0.38190466
SYN_6110,0.30791256
SYN_6125,0.4205618
SYN_6128,0.18342006
SYN_6130,0.1788485
SYN_6132,0.36003166
SYN_6133,0.24263258
SYN_6144,0.39487088
SYN_6151,0.71097875
SYN_6153,0.4009022
SYN_6156,0.22270444
SYN_6165,0.14672962
SYN_6179,0.18171847
SYN_6181,0.18163759
SYN_6202,0.6105137
SYN_6208,0.3066125
SYN_6218,0.16923565
SYN_6224,0.43110025
SYN_6242,0.31135324
SYN_6244,0.3409756
SYN_6245,0.12268741
SYN_6255,0.60776955
SYN_6271,0.32278335
SYN_6278,0.24666964
SYN_6284,0.15118246
SYN_6287,0.47179392
SYN_6288,0.43769616
SYN_6313,0.2909744
SYN_6330,0.3975139
SYN_6334,0.5781315
SYN_6340,0.30493218
SYN_6341,0.372502
SYN_6347,0.28371185
SYN_6349,0.5594793
SYN_6350,0.42050946
SYN_6363,0.30859822
SYN_6364,0.26026118
SYN_6370,0.6248605
SYN_6378,0.4429178
SYN_6385,0.5301135
SYN_6416,0.27460745
SYN_6417,0.098803945
SYN_6420,0.439838
SYN_6433,0.5463729
SYN_6439,0.2811338
SYN_6445,0.188071
SYN_6448,0.18809156
SYN_6452,0.23363462
SYN_6470,0.401723
SYN_6476,0.18963431
SYN_6490,0.3406009
SYN_6499,0.25111702
SYN_6507,0.08379023
SYN_6521,0.15097442
SYN_6523,0.8974942
SYN_6534,0.2986788
SYN_6537,0.34408963
SYN_6540,0.38372704
SYN_6552,0.38856563
SYN_6556,0.17196529
SYN_6563,0.25257123
SYN_6567,0.10383088
SYN_6577,0.2364308
SYN_6579,0.2856003
SYN_6583,0.5603001
SYN_6587,0.0720412
SYN_6594,0.5052073
SYN_6596,0.4989601
SYN_6615,0.27135888
SYN_6626,0.46240819
SYN_6657,0.32725075
SYN_6663,0.4454419
SYN_6665,0.37229642
SYN_6697,0.3248132
SYN_6702,0.3027719
SYN_6704,0.35831907
SYN_6708,0.116261855
SYN_6718,0.19259302
SYN_6732,0.6816797
SYN_6738,0.31144586
SYN_6739,0.4885037
SYN_6758,0.42121527
SYN_6762,0.76252955
SYN_6763,0.3805868
SYN_6767,0.4817586
SYN_6784,0.3560112
SYN_6793,0.3104413
SYN_6797,0.20315278
SYN_6799,0.3777292
SYN_6800,0.64355326
SYN_6844,0.3557953
SYN_6849,0.37224728
SYN_6851,0.25215325
SYN_6853,0.31707743
SYN_6855,0.21929014
SYN_6862,0.23715857
SYN_6867,0.45644876
SYN_6869,0.25472918
SYN_6885,0.3317719
SYN_6896,0.30502376
SYN_6898,0.13109659
SYN_6901,0.15279073
SYN_6902,0.38719523
SYN_6909,0.18705733
SYN_6913,0.15553844
SYN_6931,0.40391847
SYN_6932,0.27057734
SYN_6937,0.3939743
SYN_6940,0.27119505
SYN_6945,0.39760575
SYN_6950,0.13693613
SYN_6951,0.28601393
SYN_6952,0.31144983
SYN_6953,0.21192665
SYN_6979,0.5213305
SYN_6988,0.2992119
SYN_6999,0.440327
SYN_7002,0.22339422
SYN_7003,0.16204745
SYN_7006,0.58951366
SYN_7021,0.4117467
SYN_7031,0.43093538
SYN_7033,0.6858871
SYN_7038,0.2120486
SYN_7044,0.2691767
SYN_7048,0.23502968
SYN_7075,0.21850076
SYN_7082,0.2857081
SYN_7084,0.11572324
SYN_7097,0.11585959
SYN_7100,0.19727841
SYN_7104,0.501127
SYN_7121,0.47186312
SYN_7128,0.13534783
SYN_7135,0.38626486
SYN_7149,0.29235896
SYN_7154,0.26052696
SYN_7170,0.16607536
SYN_7175,0.47571042
SYN_7176,0.36013216
SYN_7177,0.25957674
SYN_7185,0.24146895
SYN_7187,0.5019681
SYN_7192,0.644224
SYN_7194,0.4099096
SYN_7198,0.221853
SYN_7202,0.21537328
SYN_7206,0.07686791
SYN_7208,0.22803256
SYN_7217,0.3572879
SYN_7223,0.28966907
SYN_7227,0.1605253
SYN_7233,0.65314543
SYN_7241,0.2613565
SYN_7249,0.28982323
SYN_7251,0.23668444
SYN_7263,0.32460237
SYN_7266,0.29072943
SYN_7273,0.28355774
SYN_7282,0.19123705
SYN_7294,0.69559115
SYN_7299,0.43895906
SYN_7305,0.35757342
SYN_7306,0.33840868
SYN_7313,0.3147662
SYN_7336,0.18278892
SYN_7344,0.2626856
SYN_7347,0.26153207
SYN_7350,0.14366373
SYN_7352,0.46938565
SYN_7360,0.60373914
SYN_7361,0.38627747
SYN_7363,0.36601985
SYN_7367,0.4947203
SYN_7369,0.2544232
SYN_7376,0.28190672
SYN_7385,0.5301114
SYN_7393,0.3105958
SYN_7401,0.26385835
SYN_7405,0.55874103
SYN_7407,0.80629843
SYN_7408,0.20873848
SYN_7411,0.18911736
SYN_7443,0.21074256
SYN_7484,0.1729571
SYN_7498,0.27213997
SYN_7500,0.40621418
SYN_7505,0.28491622
SYN_7510,0.2954328
SYN_7511,0.09584708
SYN_7518,0.454832
SYN_7526,0.28740293
SYN_7530,0.15992644
SYN_7539,0.6422605
SYN_7540,0.59603864
SYN_7543,0.30400473
SYN_7548,0.30158377
SYN_7550,0.21122462
SYN_7554,0.3703004
SYN_7556,0.2484331
SYN_7560,0.38204598
SYN_7569,0.25705978
SYN_7580,0.17978345
SYN_7586,0.3645731
SYN_7597,0.18184738
SYN_7602,0.2752008
SYN_7604,0.06389702
SYN_7605,0.37477687
SYN_7617,0.4410449
SYN_7621,0.34733462
SYN_7635,0.4660835
SYN_7643,0.5605597
SYN_7648,0.51385546
SYN_7649,0.17386161
SYN_7651,0.7249885
SYN_7652,0.39673948
SYN_7655,0.6874309
SYN_7661,0.26874506
SYN_7670,0.3646466
SYN_7676,0.4712176
SYN_7682,0.614428
SYN_7685,0.283439
SYN_7699,0.6379516
SYN_7707,0.33461902
SYN_7710,0.33989784
SYN_7719,0.37367335
SYN_7723,0.70772
SYN_7750,0.50408465
SYN_7767,0.27680933
SYN_7773,0.8439051
SYN_7794,0.23980705
SYN_7804,0.115654774
SYN_7814,0.31963044
SYN_7820,0.30677977
SYN_7839,0.29971692
SYN_7844,0.19731152
SYN_7845,0.37650552
SYN_7855,0.07595996
SYN_7864,0.4296501
SYN_7866,0.32995307
SYN_7868,0.60176814
SYN_7881,0.3067684
SYN_7884,0.082887776
SYN_7888,0.3562605
SYN_7897,0.3817015
SYN_7899,0.13067177
SYN_7903,0.21476819
SYN_7908,0.1961112
SYN_7914,0.44204935
SYN_7915,0.5598033
SYN_7920,0.31795248
SYN_7923,0.35750845
SYN_7926,0.55046386
SYN_7933,0.29604253
SYN_7937,0.07591931
